,readable,energies
250,"('[0.4282388985157013 0.5861536264419556 0.5305227637290955 0.2990886867046356]', 'tensor([[ 0.0986,  0.1081,  0.3927,  0.3814,  0.0052,  0.0138, -0.4220]])')",1.3455219268798828
251,"('[0.3683936297893524 0.6050335168838501 0.6599127054214478 0.3443509042263031]', 'tensor([[ 0.1024,  0.1134,  0.3850,  0.3818,  0.0055,  0.0119, -0.4888]])')",1.2786674499511719
252,"('[0.5290934443473816 0.3424132466316223 0.3271346986293793 0.43073317408561707]', 'tensor([[ 0.1346,  0.1195,  0.4076,  0.3160,  0.0046,  0.0178, -0.3147]])')",1.4701725244522095
253,"('[0.37269148230552673 0.3825114071369171 0.4770185053348541 0.38441479206085205]', 'tensor([[ 0.1249,  0.1224,  0.3932,  0.3404,  0.0052,  0.0138, -0.3083]])')",1.4669880867004395
254,"('[0.31845393776893616 0.634371280670166 0.28614017367362976 0.604488730430603]', 'tensor([[ 0.1480,  0.1201,  0.3396,  0.3767,  0.0046,  0.0110, -0.4217]])')",1.3541309833526611
255,"('[0.38351064920425415 0.3412734568119049 0.5402272343635559 0.6145452857017517]', 'tensor([[ 0.1558,  0.1355,  0.3798,  0.3110,  0.0051,  0.0128, -0.4398]])')",1.3524919748306274
256,"('[0.7204402685165405 0.6770452857017517 0.32601988315582275 0.6920632719993591]', 'tensor([[ 0.1415,  0.1128,  0.3806,  0.3441,  0.0042,  0.0168, -0.7078]])')",1.0688285827636719
257,"('[0.3877820074558258 0.6246183514595032 0.5781722664833069 0.356106698513031]', 'tensor([[ 0.1048,  0.1114,  0.3816,  0.3845,  0.0053,  0.0124, -0.4733]])')",1.2939397096633911
258,"('[0.4373140335083008 0.34932446479797363 0.7041453719139099 0.36318984627723694]', 'tensor([[ 0.1141,  0.1242,  0.4157,  0.3260,  0.0056,  0.0144, -0.4270]])')",1.357912302017212
259,"('[0.5146936774253845 0.32912105321884155 0.5573394894599915 0.4003659188747406]', 'tensor([[ 0.1230,  0.1226,  0.4185,  0.3143,  0.0052,  0.0165, -0.4008]])')",1.3875946998596191
260,"('[0.3916758596897125 0.3480870723724365 0.6376786231994629 0.6245776414871216]', 'tensor([[ 0.1523,  0.1362,  0.3835,  0.3103,  0.0052,  0.0125, -0.5010]])')",1.296866774559021
261,"('[0.471304327249527 0.7122538685798645 0.3922669291496277 0.3793911933898926]', 'tensor([[ 0.1069,  0.1039,  0.3756,  0.3947,  0.0048,  0.0140, -0.4776]])')",1.2880263328552246
262,"('[0.3800012171268463 0.6633844971656799 0.31301409006118774 0.47688615322113037]', 'tensor([[ 0.1272,  0.1116,  0.3563,  0.3878,  0.0047,  0.0125, -0.4166]])')",1.3530936241149902
263,"('[0.426481157541275 0.25612059235572815 0.3844689428806305 0.5919767618179321]', 'tensor([[ 0.1647,  0.1362,  0.3878,  0.2916,  0.0047,  0.0150, -0.3295]])')",1.492845058441162
264,"('[0.4320049285888672 0.2801549434661865 0.5733218193054199 0.6635693907737732]', 'tensor([[ 0.1627,  0.1394,  0.3880,  0.2912,  0.0050,  0.0137, -0.4745]])')",1.3571221828460693
265,"('[0.6389647126197815 0.6529250144958496 0.603769063949585 0.6228765845298767]', 'tensor([[ 0.1291,  0.1164,  0.3882,  0.3465,  0.0048,  0.0150, -0.7593]])')",1.015936017036438
266,"('[0.3783818185329437 0.35488367080688477 0.5748043060302734 0.3836912214756012]', 'tensor([[ 0.1228,  0.1250,  0.4007,  0.3323,  0.0054,  0.0137, -0.3459]])')",1.4305051565170288
267,"('[0.34534332156181335 0.39315325021743774 0.384307324886322 0.32059597969055176]', 'tensor([[ 0.1187,  0.1178,  0.3906,  0.3537,  0.0051,  0.0140, -0.2217]])')",1.5513430833816528
268,"('[0.7194701433181763 0.692614734172821 0.5382844805717468 0.6561839580535889]', 'tensor([[ 0.1306,  0.1137,  0.3892,  0.3458,  0.0046,  0.0160, -0.8033]])')",0.9724339246749878
269,"('[0.6560461521148682 0.378878653049469 0.6081827878952026 0.35094672441482544]', 'tensor([[ 0.1077,  0.1145,  0.4371,  0.3168,  0.0051,  0.0187, -0.4970]])')",1.2988485097885132
270,"('[0.40626904368400574 0.3095948398113251 0.3412536382675171 0.3545750379562378]', 'tensor([[ 0.1291,  0.1214,  0.4026,  0.3260,  0.0049,  0.0160, -0.2058]])')",1.5735571384429932
271,"('[0.4040636122226715 0.318755567073822 0.6625934839248657 0.2871656119823456]', 'tensor([[ 0.1064,  0.1225,  0.4213,  0.3294,  0.0057,  0.0146, -0.3363]])')",1.4459621906280518
272,"('[0.5296338796615601 0.6378836631774902 0.6101648211479187 0.6471027135848999]', 'tensor([[ 0.1352,  0.1205,  0.3762,  0.3500,  0.0049,  0.0133, -0.7124]])')",1.0620356798171997
273,"('[0.3132154643535614 0.39085543155670166 0.6354227662086487 0.5245729684829712]', 'tensor([[ 0.1400,  0.1325,  0.3786,  0.3323,  0.0054,  0.0113, -0.4320]])')",1.3445793390274048
274,"('[0.4063311219215393 0.5588170886039734 0.23181679844856262 0.40642255544662476]', 'tensor([[ 0.1254,  0.1101,  0.3691,  0.3765,  0.0046,  0.0143, -0.3017]])')",1.4681133031845093
275,"('[0.650519073009491 0.3522283136844635 0.4577822685241699 0.4160352349281311]', 'tensor([[ 0.1230,  0.1167,  0.4281,  0.3082,  0.0048,  0.0193, -0.4383]])')",1.3826684951782227
276,"('[0.41044381260871887 0.3207045793533325 0.6681352853775024 0.5495593547821045]', 'tensor([[ 0.1430,  0.1343,  0.3957,  0.3084,  0.0053,  0.0132, -0.4744]])')",1.3375778198242188
277,"('[0.43290114402770996 0.5603012442588806 0.31133610010147095 0.3819541931152344]', 'tensor([[ 0.1182,  0.1094,  0.3787,  0.3744,  0.0047,  0.0146, -0.3432]])')",1.426400065422058
278,"('[0.7304539680480957 0.30036741495132446 0.6692513227462769 0.40991508960723877]', 'tensor([[ 0.1159,  0.1196,  0.4487,  0.2908,  0.0051,  0.0199, -0.5550]])')",1.208592176437378
279,"('[0.4991206228733063 0.6623956561088562 0.5588864088058472 0.3923003375530243]', 'tensor([[ 0.1059,  0.1086,  0.3883,  0.3781,  0.0051,  0.0140, -0.5564]])')",1.212073564529419
280,"('[0.626096248626709 0.6766783595085144 0.37880390882492065 0.6058091521263123]', 'tensor([[ 0.1330,  0.1120,  0.3785,  0.3564,  0.0044,  0.0156, -0.6437]])')",1.1299231052398682
281,"('[0.6656101942062378 0.3708518147468567 0.6184558272361755 0.4209004342556]', 'tensor([[ 0.1172,  0.1181,  0.4319,  0.3093,  0.0051,  0.0184, -0.5379]])')",1.293750286102295
282,"('[0.4444199800491333 0.4145936071872711 0.33457639813423157 0.4013597369194031]', 'tensor([[ 0.1283,  0.1172,  0.3922,  0.3418,  0.0048,  0.0157, -0.2975]])')",1.478550910949707
283,"('[0.6843129992485046 0.35712480545043945 0.3401814103126526 0.6610872149467468]', 'tensor([[ 0.1576,  0.1253,  0.4036,  0.2906,  0.0043,  0.0187, -0.5214]])')",1.331521987915039
284,"('[0.3540697395801544 0.551307737827301 0.39419668912887573 0.35740748047828674]', 'tensor([[ 0.1147,  0.1122,  0.3747,  0.3804,  0.0050,  0.0129, -0.3285]])')",1.4399434328079224
285,"('[0.4354250133037567 0.6754422187805176 0.4715147316455841 0.5174025297164917]', 'tensor([[ 0.1251,  0.1141,  0.3668,  0.3765,  0.0049,  0.0126, -0.5499]])')",1.2201775312423706
286,"('[0.4499945342540741 0.4846189022064209 0.2669657766819 0.2623973488807678]', 'tensor([[ 0.1046,  0.1044,  0.3976,  0.3721,  0.0047,  0.0166, -0.2320]])')",1.537660837173462
287,"('[0.3980425298213959 0.6749910116195679 0.2516894042491913 0.5410150289535522]', 'tensor([[ 0.1363,  0.1128,  0.3502,  0.3836,  0.0045,  0.0126, -0.4329]])')",1.338782787322998
288,"('[0.37572190165519714 0.3583289086818695 0.3030998706817627 0.5467494130134583]', 'tensor([[ 0.1568,  0.1292,  0.3722,  0.3232,  0.0046,  0.0139, -0.2920]])')",1.4880332946777344
289,"('[0.6669656038284302 0.3242454528808594 0.609962522983551 0.37289825081825256]', 'tensor([[ 0.1131,  0.1177,  0.4418,  0.3030,  0.0051,  0.0192, -0.4870]])')",1.319608211517334
290,"('[0.627354621887207 0.7244766354560852 0.6412274241447449 0.6902683973312378]', 'tensor([[ 0.1322,  0.1172,  0.3791,  0.3527,  0.0048,  0.0140, -0.8417]])')",0.932255744934082
291,"('[0.44251006841659546 0.7112246155738831 0.5943734645843506 0.2889738976955414]', 'tensor([[ 0.0904,  0.1038,  0.3877,  0.3996,  0.0053,  0.0132, -0.5185]])')",1.245721697807312
292,"('[0.5654093623161316 0.34982502460479736 0.38597890734672546 0.4213738441467285]', 'tensor([[ 0.1292,  0.1184,  0.4148,  0.3147,  0.0047,  0.0181, -0.3613]])')",1.422320008277893
293,"('[0.3492277264595032 0.31197017431259155 0.33091190457344055 0.30240577459335327]', 'tensor([[ 0.1228,  0.1200,  0.3992,  0.3377,  0.0051,  0.0152, -0.1473]])')",1.6286150217056274
294,"('[0.4252709746360779 0.3165581524372101 0.335138201713562 0.6598928570747375]', 'tensor([[ 0.1710,  0.1353,  0.3741,  0.3007,  0.0045,  0.0144, -0.3684]])')",1.4377851486206055
295,"('[0.632996678352356 0.29178544878959656 0.30896878242492676 0.6308460235595703]', 'tensor([[ 0.1618,  0.1282,  0.4049,  0.2820,  0.0043,  0.0187, -0.4323]])')",1.4014991521835327
296,"('[0.40562158823013306 0.5162305235862732 0.35176295042037964 0.6880053281784058]', 'tensor([[ 0.1598,  0.1274,  0.3558,  0.3399,  0.0046,  0.0126, -0.4808]])')",1.2977834939956665
297,"('[0.47771069407463074 0.6767409443855286 0.408923476934433 0.6332955360412598]', 'tensor([[ 0.1394,  0.1172,  0.3609,  0.3649,  0.0046,  0.0130, -0.5983]])')",1.1747987270355225
298,"('[0.6089761257171631 0.6009967923164368 0.5876098871231079 0.5973010659217834]', 'tensor([[ 0.1300,  0.1177,  0.3900,  0.3425,  0.0048,  0.0150, -0.6974]])')",1.0785443782806396
299,"('[0.3116518259048462 0.6252898573875427 0.6266177296638489 0.5730922818183899]', 'tensor([[ 0.1330,  0.1237,  0.3581,  0.3699,  0.0052,  0.0100, -0.5683]])')",1.2043558359146118
300,"('[0.6977905035018921 0.7148440480232239 0.3196844160556793 0.6059113144874573]', 'tensor([[ 0.1309,  0.1082,  0.3816,  0.3583,  0.0043,  0.0168, -0.6691]])')",1.1043269634246826
301,"('[0.32713690400123596 0.3066325783729553 0.3818068206310272 0.42665866017341614]', 'tensor([[ 0.1419,  0.1289,  0.3852,  0.3254,  0.0050,  0.0136, -0.2211]])')",1.5574010610580444
302,"('[0.37663015723228455 0.3169357478618622 0.5787114500999451 0.5699504613876343]', 'tensor([[ 0.1506,  0.1356,  0.3864,  0.3094,  0.0052,  0.0129, -0.4211]])')",1.3803800344467163
303,"('[0.48580148816108704 0.3095587193965912 0.29829883575439453 0.711937665939331]', 'tensor([[ 0.1770,  0.1355,  0.3765,  0.2912,  0.0044,  0.0154, -0.4028]])')",1.4233912229537964
304,"('[0.6036366820335388 0.5700280666351318 0.611925482749939 0.6372246146202087]', 'tensor([[ 0.1354,  0.1209,  0.3894,  0.3346,  0.0049,  0.0148, -0.7114]])')",1.0659703016281128
305,"('[0.3505258858203888 0.6701298952102661 0.3865183889865875 0.33047932386398315]', 'tensor([[ 0.1052,  0.1058,  0.3669,  0.4048,  0.0050,  0.0123, -0.3688]])')",1.3963409662246704
306,"('[0.36127352714538574 0.350982129573822 0.3731425702571869 0.6038863062858582]', 'tensor([[ 0.1622,  0.1336,  0.3692,  0.3172,  0.0048,  0.0130, -0.3446]])')",1.436295509338379
307,"('[0.6340696811676025 0.341022789478302 0.2683367431163788 0.6255893111228943]', 'tensor([[ 0.1594,  0.1250,  0.3996,  0.2932,  0.0042,  0.0186, -0.4345]])')",1.3830612897872925
308,"('[0.4547758400440216 0.3167790174484253 0.5835947394371033 0.6910955905914307]', 'tensor([[ 0.1621,  0.1379,  0.3859,  0.2954,  0.0050,  0.0137, -0.5231]])')",1.308104395866394
309,"('[0.4673416018486023 0.5993162393569946 0.684898853302002 0.5352126955986023]', 'tensor([[ 0.1238,  0.1199,  0.3828,  0.3555,  0.0052,  0.0127, -0.6434]])')",1.1293933391571045
310,"('[0.3568306267261505 0.6637870669364929 0.6292904019355774 0.3081740736961365]', 'tensor([[ 0.0960,  0.1091,  0.3808,  0.3969,  0.0055,  0.0117, -0.4790]])')",1.285905122756958
311,"('[0.32418113946914673 0.6352890133857727 0.4047767221927643 0.5864548683166504]', 'tensor([[ 0.1412,  0.1207,  0.3476,  0.3749,  0.0048,  0.0108, -0.4754]])')",1.298644781112671
312,"('[0.44203925132751465 0.2986544668674469 0.5740777254104614 0.3830994963645935]', 'tensor([[ 0.1240,  0.1258,  0.4148,  0.3148,  0.0053,  0.0154, -0.3489]])')",1.445148229598999
313,"('[0.6577974557876587 0.29572781920433044 0.2560608685016632 0.4954156279563904]', 'tensor([[ 0.1451,  0.1199,  0.4199,  0.2902,  0.0042,  0.0206, -0.3525]])')",1.4719980955123901
314,"('[0.44344183802604675 0.5651212334632874 0.42559608817100525 0.7304760813713074]', 'tensor([[ 0.1571,  0.1268,  0.3578,  0.3412,  0.0046,  0.0125, -0.5823]])')",1.1956206560134888
315,"('[0.3688105344772339 0.5496138334274292 0.608841061592102 0.29280030727386475]', 'tensor([[ 0.0988,  0.1123,  0.3920,  0.3788,  0.0055,  0.0127, -0.4100]])')",1.3577576875686646
316,"('[0.5780420303344727 0.3421517312526703 0.5641815066337585 0.5358971953392029]', 'tensor([[ 0.1382,  0.1264,  0.4116,  0.3022,  0.0050,  0.0166, -0.5101]])')",1.2990015745162964
317,"('[0.7279183268547058 0.3343189060688019 0.6476506590843201 0.5415272116661072]', 'tensor([[ 0.1318,  0.1237,  0.4310,  0.2898,  0.0049,  0.0187, -0.6257]])')",1.1720585823059082
318,"('[0.7097983360290527 0.6239759922027588 0.393969863653183 0.46082502603530884]', 'tensor([[ 0.1155,  0.1056,  0.4037,  0.3526,  0.0045,  0.0181, -0.5943]])')",1.1800916194915771
319,"('[0.6939539909362793 0.6690767407417297 0.6352114677429199 0.3808944523334503]', 'tensor([[ 0.0981,  0.1047,  0.4125,  0.3628,  0.0050,  0.0169, -0.6896]])')",1.0822392702102661
320,"('[0.42141157388687134 0.6182636618614197 0.36962559819221497 0.353140652179718]', 'tensor([[ 0.1095,  0.1069,  0.3776,  0.3872,  0.0049,  0.0139, -0.3812]])')",1.3859882354736328
321,"('[0.7097022533416748 0.5346404314041138 0.6636822819709778 0.3593129813671112]', 'tensor([[ 0.0995,  0.1084,  0.4284,  0.3406,  0.0051,  0.0181, -0.6337]])')",1.1422020196914673
322,"('[0.35522690415382385 0.36597514152526855 0.5850048065185547 0.3802984356880188]', 'tensor([[ 0.1220,  0.1252,  0.3974,  0.3368,  0.0055,  0.0131, -0.3433]])')",1.432133436203003
323,"('[0.4314679205417633 0.3479742705821991 0.3614407181739807 0.25506022572517395]', 'tensor([[ 0.1084,  0.1130,  0.4145,  0.3422,  0.0050,  0.0169, -0.1980]])')",1.577690839767456
324,"('[0.39045238494873047 0.28389772772789 0.3695787787437439 0.2798439562320709]', 'tensor([[ 0.1177,  0.1195,  0.4132,  0.3281,  0.0051,  0.0163, -0.1619]])')",1.6183651685714722
325,"('[0.3436133861541748 0.6030632853507996 0.5787193775177002 0.4307746887207031]', 'tensor([[ 0.1170,  0.1170,  0.3717,  0.3777,  0.0053,  0.0114, -0.4781]])')",1.290779709815979
326,"('[0.6617798209190369 0.31614047288894653 0.35061633586883545 0.34228891134262085]', 'tensor([[ 0.1175,  0.1122,  0.4388,  0.3057,  0.0046,  0.0212, -0.3354]])')",1.4947888851165771
327,"('[0.6909649968147278 0.6665078997612 0.5224308967590332 0.34627336263656616]', 'tensor([[ 0.0962,  0.1012,  0.4121,  0.3680,  0.0049,  0.0176, -0.6131]])')",1.1575417518615723
328,"('[0.3507349193096161 0.36639684438705444 0.5189397931098938 0.34345704317092896]', 'tensor([[ 0.1189,  0.1225,  0.3977,  0.3420,  0.0054,  0.0136, -0.2898]])')",1.484851360321045
329,"('[0.6621421575546265 0.6900449991226196 0.645223081111908 0.3625141680240631]', 'tensor([[ 0.0954,  0.1040,  0.4094,  0.3698,  0.0051,  0.0163, -0.6800]])')",1.090135931968689
330,"('[0.48182401061058044 0.6607388257980347 0.3759568929672241 0.5303309559822083]', 'tensor([[ 0.1291,  0.1127,  0.3683,  0.3716,  0.0046,  0.0138, -0.5244]])')",1.2463102340698242
331,"('[0.6224644184112549 0.3152545392513275 0.5795938372612 0.3507806956768036]', 'tensor([[ 0.1126,  0.1178,  0.4393,  0.3063,  0.0051,  0.0189, -0.4340]])')",1.3952364921569824
332,"('[0.409251868724823 0.7035393118858337 0.2478862851858139 0.6907405853271484]', 'tensor([[ 0.1522,  0.1182,  0.3398,  0.3735,  0.0043,  0.0120, -0.5257]])')",1.2502859830856323
333,"('[0.4066789448261261 0.6536194086074829 0.5806626081466675 0.37741580605506897]', 'tensor([[ 0.1059,  0.1108,  0.3801,  0.3855,  0.0052,  0.0125, -0.5092]])')",1.2580270767211914
334,"('[0.3915453851222992 0.39256522059440613 0.34615638852119446 0.30803582072257996]', 'tensor([[ 0.1165,  0.1149,  0.3971,  0.3512,  0.0050,  0.0153, -0.2192]])')",1.5545426607131958
335,"('[0.6020632982254028 0.37295496463775635 0.5910404324531555 0.42699626088142395]', 'tensor([[ 0.1205,  0.1197,  0.4231,  0.3142,  0.0051,  0.0174, -0.4965]])')",1.2881946563720703
336,"('[0.31028953194618225 0.40077948570251465 0.5984265804290771 0.6033600568771362]', 'tensor([[ 0.1508,  0.1350,  0.3694,  0.3287,  0.0052,  0.0109, -0.4564]])')",1.3212954998016357
337,"('[0.6748578548431396 0.65706866979599 0.6137241125106812 0.4073364734649658]', 'tensor([[ 0.1027,  0.1064,  0.4087,  0.3607,  0.0050,  0.0166, -0.6765]])')",1.0956213474273682
338,"('[0.31482449173927307 0.6358627080917358 0.3029867708683014 0.41457340121269226]', 'tensor([[ 0.1225,  0.1111,  0.3535,  0.3963,  0.0048,  0.0117, -0.3341]])')",1.4350478649139404
339,"('[0.6033496856689453 0.38673362135887146 0.5323031544685364 0.6021006107330322]', 'tensor([[ 0.1440,  0.1261,  0.4035,  0.3051,  0.0048,  0.0165, -0.5622]])')",1.2346235513687134
340,"('[0.44693097472190857 0.30008620023727417 0.5082422494888306 0.6929231882095337]', 'tensor([[ 0.1671,  0.1385,  0.3830,  0.2927,  0.0048,  0.0139, -0.4741]])')",1.3588579893112183
341,"('[0.37014898657798767 0.5201486945152283 0.6163662672042847 0.622374951839447]', 'tensor([[ 0.1431,  0.1285,  0.3679,  0.3441,  0.0051,  0.0113, -0.5645]])')",1.2110860347747803
342,"('[0.3994864523410797 0.3086880147457123 0.33038583397865295 0.3949841260910034]', 'tensor([[ 0.1363,  0.1237,  0.3967,  0.3228,  0.0049,  0.0157, -0.2168]])')",1.5634753704071045
343,"('[0.3708045184612274 0.36016738414764404 0.5321906805038452 0.3064364790916443]', 'tensor([[ 0.1124,  0.1204,  0.4055,  0.3421,  0.0054,  0.0142, -0.2848]])')",1.4898022413253784
344,"('[0.6255732178688049 0.5930306911468506 0.3041819632053375 0.3715800344944]', 'tensor([[ 0.1098,  0.1024,  0.4013,  0.3639,  0.0045,  0.0180, -0.4472]])')",1.3245052099227905
345,"('[0.43242165446281433 0.3907689154148102 0.31623324751853943 0.6613813638687134]', 'tensor([[ 0.1660,  0.1311,  0.3683,  0.3160,  0.0045,  0.0141, -0.4004]])')",1.3814821243286133
346,"('[0.6130591630935669 0.35302257537841797 0.34206199645996094 0.6467350721359253]', 'tensor([[ 0.1587,  0.1270,  0.3967,  0.2956,  0.0044,  0.0176, -0.4774]])')",1.322243094444275
347,"('[0.3650464415550232 0.34859997034072876 0.3616909980773926 0.6545871496200562]', 'tensor([[ 0.1691,  0.1357,  0.3651,  0.3126,  0.0047,  0.0129, -0.3650]])')",1.4191012382507324
348,"('[0.4205515682697296 0.5623939633369446 0.4333369731903076 0.40681007504463196]', 'tensor([[ 0.1181,  0.1132,  0.3801,  0.3700,  0.0050,  0.0137, -0.4115]])')",1.3586655855178833
349,"('[0.3626927137374878 0.2655408978462219 0.30047786235809326 0.5753433108329773]', 'tensor([[ 0.1689,  0.1363,  0.3754,  0.3006,  0.0046,  0.0141, -0.2520]])')",1.557790756225586
350,"('[0.4122653007507324 0.6104598641395569 0.5246763229370117 0.594546377658844]', 'tensor([[ 0.1367,  0.1213,  0.3650,  0.3600,  0.0049,  0.0120, -0.5710]])')",1.202156662940979
351,"('[0.6665620803833008 0.7061002254486084 0.4038686752319336 0.3716782033443451]', 'tensor([[ 0.1013,  0.0995,  0.4002,  0.3771,  0.0046,  0.0173, -0.5741]])')",1.1946147680282593
352,"('[0.6800028085708618 0.3255034387111664 0.234203040599823 0.37678560614585876]', 'tensor([[ 0.1259,  0.1109,  0.4324,  0.3045,  0.0043,  0.0220, -0.3082]])')",1.5350134372711182
353,"('[0.730832576751709 0.6285983920097351 0.3397015631198883 0.2929965853691101]', 'tensor([[ 0.0936,  0.0952,  0.4193,  0.3675,  0.0045,  0.0199, -0.4961]])')",1.2749074697494507
354,"('[0.7225075364112854 0.30411863327026367 0.3407386541366577 0.3772715926170349]', 'tensor([[ 0.1219,  0.1127,  0.4433,  0.2954,  0.0045,  0.0222, -0.3723]])')",1.4113181829452515
355,"('[0.45422717928886414 0.6298719048500061 0.3895513117313385 0.3827486038208008]', 'tensor([[ 0.1117,  0.1075,  0.3793,  0.3824,  0.0048,  0.0142, -0.4282]])')",1.3398990631103516
356,"('[0.41406336426734924 0.35957834124565125 0.5394260883331299 0.37344890832901]', 'tensor([[ 0.1211,  0.1226,  0.4047,  0.3317,  0.0053,  0.0146, -0.3433]])')",1.433927059173584
357,"('[0.711046576499939 0.6464659571647644 0.32866978645324707 0.6516996026039124]', 'tensor([[ 0.1389,  0.1124,  0.3846,  0.3427,  0.0042,  0.0171, -0.6689]])')",1.107980728149414
358,"('[0.6814377903938293 0.3096414804458618 0.6123110055923462 0.6716229319572449]', 'tensor([[ 0.1512,  0.1310,  0.4151,  0.2804,  0.0048,  0.0175, -0.6375]])')",1.1710996627807617
359,"('[0.43829160928726196 0.41633570194244385 0.6342372298240662 0.656262218952179]', 'tensor([[ 0.1502,  0.1328,  0.3813,  0.3178,  0.0051,  0.0128, -0.5726]])')",1.209934949874878
360,"('[0.3203106224536896 0.6362385153770447 0.6307294964790344 0.3198222815990448]', 'tensor([[ 0.0995,  0.1118,  0.3775,  0.3946,  0.0055,  0.0111, -0.4536]])')",1.3118610382080078
361,"('[0.4044196307659149 0.3112034797668457 0.5370743870735168 0.3766692280769348]', 'tensor([[ 0.1248,  0.1256,  0.4078,  0.3217,  0.0053,  0.0148, -0.3147]])')",1.4718797206878662
362,"('[0.694206953048706 0.3425537347793579 0.6391594409942627 0.43668973445892334]', 'tensor([[ 0.1193,  0.1196,  0.4368,  0.3003,  0.0051,  0.0189, -0.5563]])')",1.2552348375320435
363,"('[0.3520338237285614 0.6245421767234802 0.37760022282600403 0.29148581624031067]', 'tensor([[ 0.1017,  0.1053,  0.3735,  0.4017,  0.0050,  0.0128, -0.3228]])')",1.4416308403015137
364,"('[0.40052083134651184 0.5228974223136902 0.5868195295333862 0.567216157913208]', 'tensor([[ 0.1365,  0.1249,  0.3742,  0.3471,  0.0051,  0.0122, -0.5387]])')",1.2360328435897827
365,"('[0.37379148602485657 0.6087392568588257 0.6313660740852356 0.5856105089187622]', 'tensor([[ 0.1334,  0.1233,  0.3658,  0.3612,  0.0052,  0.0111, -0.5998]])')",1.1729567050933838
366,"('[0.41374433040618896 0.6536697745323181 0.38539573550224304 0.3480447828769684]', 'tensor([[ 0.1069,  0.1058,  0.3750,  0.3940,  0.0049,  0.0135, -0.4004]])')",1.3653678894042969
367,"('[0.3811730742454529 0.24653245508670807 0.27440953254699707 0.3547493815422058]', 'tensor([[ 0.1377,  0.1248,  0.4027,  0.3135,  0.0048,  0.0165, -0.1284]])')",1.6638635396957397
368,"('[0.6555501818656921 0.35953983664512634 0.6651223301887512 0.6225677728652954]', 'tensor([[ 0.1416,  0.1281,  0.4140,  0.2945,  0.0050,  0.0168, -0.6514]])')",1.2007592916488647
369,"('[0.629324197769165 0.5070934295654297 0.6097646355628967 0.5150209665298462]', 'tensor([[ 0.1237,  0.1176,  0.4066,  0.3308,  0.0050,  0.0163, -0.6306]])')",1.1475911140441895
370,"('[0.4454667270183563 0.5345492362976074 0.25866496562957764 0.5980443358421326]', 'tensor([[ 0.1502,  0.1202,  0.3619,  0.3492,  0.0044,  0.0140, -0.4184]])')",1.3575592041015625
371,"('[0.7005316615104675 0.35260167717933655 0.6406464576721191 0.40729695558547974]', 'tensor([[ 0.1147,  0.1176,  0.4396,  0.3039,  0.0051,  0.0191, -0.5505]])')",1.2669776678085327
372,"('[0.4299122393131256 0.5914058685302734 0.5910258293151855 0.3999176323413849]', 'tensor([[ 0.1108,  0.1139,  0.3861,  0.3708,  0.0052,  0.0131, -0.5061]])')",1.263566017150879
373,"('[0.6239079236984253 0.6351024508476257 0.5688788890838623 0.5210930109024048]', 'tensor([[ 0.1197,  0.1126,  0.3943,  0.3529,  0.0049,  0.0155, -0.6745]])')",1.0992103815078735
374,"('[0.5783722400665283 0.6757180690765381 0.6593663692474365 0.42402732372283936]', 'tensor([[ 0.1051,  0.1094,  0.3971,  0.3686,  0.0051,  0.0147, -0.6687]])')",1.1014206409454346
375,"('[0.4091607630252838 0.3193007707595825 0.5576431155204773 0.458059698343277]', 'tensor([[ 0.1352,  0.1292,  0.4001,  0.3161,  0.0053,  0.0142, -0.3721]])')",1.4209414720535278
376,"('[0.805048406124115 0.3185613751411438 0.3215501308441162 0.6432517766952515]', 'tensor([[ 0.1544,  0.1225,  0.4222,  0.2756,  0.0041,  0.0212, -0.5442]])')",1.2421715259552002
377,"('[0.48753178119659424 0.3357989192008972 0.6417403221130371 0.6014948487281799]', 'tensor([[ 0.1468,  0.1330,  0.3982,  0.3025,  0.0051,  0.0144, -0.5333]])')",1.2806320190429688
378,"('[0.45152395963668823 0.4255271255970001 0.616697371006012 0.32840102910995483]', 'tensor([[ 0.1074,  0.1173,  0.4106,  0.3445,  0.0054,  0.0148, -0.4111]])')",1.3634454011917114
379,"('[0.6968921422958374 0.6532136797904968 0.6425011157989502 0.5484365820884705]', 'tensor([[ 0.1184,  0.1126,  0.4008,  0.3473,  0.0049,  0.0161, -0.7705]])')",1.0043854713439941
380,"('[0.6053874492645264 0.6131657958030701 0.42816245555877686 0.2899740934371948]', 'tensor([[ 0.0945,  0.1003,  0.4092,  0.3738,  0.0048,  0.0174, -0.4683]])')",1.3008695840835571
381,"('[0.37968719005584717 0.6489662528038025 0.6450872421264648 0.5927724242210388]', 'tensor([[ 0.1316,  0.1220,  0.3640,  0.3662,  0.0052,  0.0109, -0.6333]])')",1.1389178037643433
382,"('[0.50954270362854 0.36938387155532837 0.29396477341651917 0.2925328016281128]', 'tensor([[ 0.1133,  0.1103,  0.4162,  0.3370,  0.0047,  0.0185, -0.2327]])')",1.544667363166809
383,"('[0.4435231685638428 0.5680482983589172 0.31936097145080566 0.3998754024505615]', 'tensor([[ 0.1197,  0.1099,  0.3782,  0.3728,  0.0047,  0.0146, -0.3654]])')",1.4045703411102295
384,"('[0.3488861322402954 0.38769885897636414 0.2989101707935333 0.24421446025371552]', 'tensor([[ 0.1090,  0.1117,  0.3960,  0.3630,  0.0050,  0.0152, -0.1399]])')",1.6314138174057007
